value_1,value_2,value_3,value_4,value_5,value_6,x,y
-66.32247757,-73.40027798,-76.45399413,-52.12325232,-72.36899898,-74.75650168,0.850278486,3.424417516
-73.05567589,-77.82294943,-82.58057837,-54.03178962,-82.75052122,-76.67289099,0.653693976,3.905669588
-60.31080597,-76.83856697,-79.86165466,-53.42714186,-66.87134959,-81.56095634,0.806333799,3.021977032
-75.98471131,-81.08003304,-86.39789194,-56.6339761,-84.36425993,-84.07509067,0.872451948,3.718235744
-60.37555322,-81.69930519,-86.64588895,-24.3147434,-87.68481554,-86.64885105,0.991943879,3.651700346
-74.06660487,-75.7842394,-84.81895599,-61.68672503,-82.67688519,-83.38311552,0.426656691,3.78362154
-63.25380638,-77.78620449,-86.49073122,-51.18470533,-87.04450436,-86.75993415,0.969597738,3.068547137
-67.38396128,-77.41011414,-79.1858326,-58.34571617,-75.59566254,-76.43464524,0.253203455,3.48568491
-75.46763462,-76.01739863,-86.28587998,-57.33012213,-81.57273522,-86.89800587,0.717926973,3.687310165
-75.52566216,-81.87411108,-79.03684415,-52.69352558,-73.63460599,-81.25229827,0.800568174,3.997267887
-74.06404045,-80.87651001,-84.77719613,-48.17489792,-83.78423015,-84.46405108,0.981622718,3.795619843
-66.04579867,-81.29523945,-86.62748338,-53.71799545,-85.39161188,-85.56437078,0.871649242,3.289919497
-69.87929546,-80.74864006,-86.78252349,-59.83708704,-86.38468228,-86.66755154,0.943580959,3.269095457
-58.15729477,-79.45511726,-86.2916981,-27.36035647,-87.44201545,-86.10161183,0.993964843,3.562578961
-77.76778701,-74.53691669,-81.01800237,-49.55977783,-77.58616552,-81.37259691,0.778148474,3.962945917
-74.43506326,-81.70575786,-82.854081,-65.13720388,-76.64220505,-78.85368436,0.307974359,3.966596759
-72.46776718,-82.09330552,-75.98685204,-61.81424134,-77.73357368,-74.81796607,0.97537844,3.718860262
-71.66014713,-75.58585841,-84.20581719,-54.03829488,-82.64020603,-85.10962597,0.638395866,3.672280862
-73.79352215,-76.58309451,-76.72192582,-60.4247561,-78.7948181,-75.40830458,0.763654396,3.764697053
-66.32429242,-81.55991292,-86.66972226,-62.30952054,-77.59510022,-84.69919015,0.564509636,3.259533877
-69.85013795,-80.92955287,-82.46695037,-59.28118656,-87.30673423,-83.75327646,0.974446904,3.365991888
-72.36493986,-76.47000055,-77.93539778,-64.34250329,-80.06741175,-76.59304869,0.416064086,3.753441002
-76.21746523,-75.97344449,-85.58067753,-52.29360571,-80.53319172,-82.02633713,0.658387483,3.91986079
-71.3154846,-81.166446,-84.98227921,-56.31768697,-86.40564906,-82.79748742,0.855258798,3.5855652
-75.30998263,-81.44966038,-86.77750146,-51.90739661,-83.21593275,-86.88888564,0.968823798,3.696063267
-78.17944551,-71.79128481,-81.17917085,-56.23746766,-76.70839664,-80.61063466,0.635273441,3.843612486
-70.28728722,-69.13485707,-81.67226007,-60.90802162,-80.81728887,-81.61808605,0.847671351,3.145840274
-62.39995089,-82.19079012,-86.35996593,-24.07152355,-87.68608447,-86.69340929,0.97563349,3.744811022
-72.29671284,-81.26501663,-84.7573876,-59.437502,-87.4366813,-83.5760204,0.989353708,3.474426714
-72.58006205,-81.85465701,-84.39229183,-52.60919839,-78.58275811,-76.87258104,0.608208875,3.97959968
-59.45208973,-81.74371,-86.76511005,-52.42590338,-68.5070958,-86.54827013,0.840595632,3.100480167
-65.61924042,-77.65350575,-85.99615039,-56.44780729,-87.68378721,-86.08350334,0.969158842,3.046637874
-71.49007516,-81.87172623,-86.79500014,-62.90791178,-84.78177684,-86.76694477,0.958123468,3.294721698
-69.97737842,-82.19991578,-86.18070043,-33.08521072,-87.5968268,-86.87465362,0.997836032,3.919119274
-66.09208525,-81.7720075,-86.7566633,-23.60006123,-87.63002502,-85.92896354,0.933858251,3.925937848
-76.48704523,-81.73624664,-84.18133439,-54.85109537,-74.97266672,-85.61212916,0.722421542,3.925229016
-77.39008858,-79.96933654,-84.21111537,-59.34441377,-71.73883505,-83.90316635,0.724296983,3.985080465
-75.68100898,-76.04982898,-78.31116663,-61.76559163,-80.34587504,-76.22650761,0.849660648,3.829196033
-77.27704238,-68.98184134,-82.03491813,-58.76612757,-74.96723359,-82.69237205,0.969614253,3.533052559
-62.588062,-82.19950057,-86.79688894,-30.97292895,-87.69804781,-86.89978739,0.981346429,3.690090134
-72.15393415,-80.68350749,-86.69028938,-63.82778296,-85.0872972,-76.62307798,0.898113668,3.654654211
-73.81872016,-67.91775422,-79.95169483,-51.88465885,-71.75715126,-79.72298155,0.328599382,3.878824743
-67.84807931,-78.45209785,-77.71197051,-64.03488337,-83.42207843,-82.56294585,0.905358289,3.016117396
-69.17518704,-82.10995954,-85.89418077,-25.08093185,-87.64920459,-86.77185496,0.92646107,4.015360709
-77.9714716,-80.86980467,-80.55910076,-28.87270486,-68.71101021,-85.9436666,0.889875545,4.466656152
-72.39750132,-82.19999261,-86.8,-24.37967346,-87.69995051,-86.48714299,0.958189469,4.043441445
-66.74640966,-81.33448153,-78.27996053,-33.89446776,-81.34574924,-83.05642045,0.936535733,4.103518744
-74.75744848,-81.72635559,-85.78711925,-25.07718177,-87.64972838,-86.30292029,0.998181028,4.065287713
-77.41346292,-78.52347623,-83.46416329,-29.23024876,-84.75542778,-83.06056634,0.991614305,4.28373169
-77.61130613,-74.72623113,-81.88693886,-50.0041056,-74.9156518,-81.19861431,0.609330422,4.018917174
-78.07101667,-75.90007283,-84.35703878,-50.04751859,-71.56749333,-84.19936475,0.803353905,4.049481921
-74.76877674,-82.19757526,-86.74294734,-23.72416611,-85.73294941,-85.54430481,0.917875778,4.178702702
-64.51219854,-80.79183472,-86.68116075,-24.7560137,-82.78877038,-85.67620535,0.697415973,4.230839293
-70.72150522,-82.04444723,-86.76523279,-31.65178633,-75.17009766,-83.40946447,0.49657294,4.66011349
-69.57507283,-78.16770877,-81.0472208,-40.17501967,-68.52995291,-75.55165488,0.949071146,4.380390027
-69.90859583,-82.05002664,-86.78897916,-23.65813398,-87.47009948,-86.78575524,0.919092391,4.028336878
-73.45612783,-81.98911409,-86.71823611,-24.01005275,-87.69978141,-86.89695565,0.969781537,4.040707584
-76.99827702,-82.1171717,-86.54064462,-23.82667356,-76.43824252,-84.37047345,0.669391315,4.570240384
-80.14011889,-82.14059756,-86.79983635,-34.00962218,-73.71112631,-86.89347508,0.972708898,4.32652449
-75.53934848,-81.11337211,-85.85570927,-28.1605253,-86.82477584,-86.39474388,0.977868673,4.130555319
-79.13646166,-70.05411139,-86.3203949,-23.92820904,-80.40433624,-82.83477844,0.911882042,4.325907264
-69.33316884,-78.5160114,-86.39976369,-38.27701322,-81.67495708,-85.76107697,0.75280968,4.133853284
-69.81958358,-81.88557725,-86.61424814,-26.34677715,-87.69909952,-86.52442851,0.924033598,4.034767908
-75.26304172,-81.58849116,-86.61557781,-24.97524831,-87.59662608,-86.74250015,0.996791706,4.056540516
-65.74801532,-82.02030178,-86.78157738,-25.99504206,-66.11940205,-86.83391319,0.674289094,4.353216306
-68.09614745,-80.28511869,-85.21023073,-24.2135217,-80.14038926,-86.84660379,0.410097213,4.638010138
-80.98180484,-75.58480636,-84.69826545,-25.61954367,-74.08533211,-86.55413889,0.754572891,4.531814164
-76.16312735,-79.4005776,-86.37232325,-24.18155413,-76.00295795,-81.40999607,0.549982265,4.716091657
-82.31512785,-78.79775114,-86.08884817,-23.76525633,-73.26730709,-86.88755316,0.912774396,4.359112255
-80.73516353,-82.01471646,-84.5521102,-23.75127387,-73.82119679,-85.42908498,0.908462901,4.389215727
-71.47975927,-82.19770824,-86.79986192,-23.60643637,-87.7,-86.89996884,0.94654129,4.023740089
-69.67582428,-81.91316107,-85.66035999,-24.28510242,-80.07323395,-76.86571155,0.863427766,4.375611659
-74.48413825,-81.87580588,-86.59030403,-27.538608,-87.56478478,-86.21749699,0.996655266,4.068658856
-70.65490257,-79.3938427,-79.24272672,-41.57847399,-70.25511352,-86.42827758,0.841985242,4.14823699
-72.49165299,-81.84403011,-85.57826369,-29.74507432,-87.5811378,-86.51159861,0.982322411,4.047408545
-78.23914857,-75.55642464,-83.21103516,-41.11839585,-77.21387067,-81.89070859,0.984475918,4.241298756
-73.1270088,-81.68548372,-85.01301482,-27.64982866,-87.12846774,-86.17362056,0.950843793,4.11989766
-71.79399091,-74.68128699,-78.14096498,-47.17998102,-71.26034523,-76.34092466,0.72083315,4.092572124
-70.85756421,-79.34681368,-85.83421309,-24.08759152,-81.99132583,-86.62474733,0.430498064,4.654643052
-64.80375426,-82.07675493,-85.76166136,-23.66669796,-63.35408342,-85.21648621,0.812385081,4.215350982
-76.53570575,-78.68439564,-85.95602021,-57.48997719,-73.8839363,-74.03097818,0.952463763,4.017970202
-71.03929953,-76.01046426,-86.34266671,-23.97711705,-87.5589832,-86.32213398,0.844715791,4.157822641
-71.84997432,-82.19987736,-86.79994545,-23.68479786,-87.69965493,-86.81986994,0.951007788,4.028528729
-77.54460823,-82.12237285,-86.5897125,-38.23268185,-72.85456205,-83.83402235,0.945456507,4.351477956
-76.42156252,-79.17945637,-85.69945201,-25.54575882,-85.43360731,-86.08697108,0.868496492,4.283863515
-73.88433691,-81.8030223,-86.56770151,-40.46607608,-65.42089638,-85.95173661,0.979756227,4.216693124
-66.37233388,-80.26752935,-80.51783696,-24.74550581,-85.83258667,-86.85935121,0.900861963,4.041779493
-79.36235301,-77.4346349,-83.35814503,-48.89245006,-73.34860065,-84.88114012,0.9444038,4.031499756
-67.56742856,-82.04240519,-86.77252035,-37.17607603,-78.52827278,-86.75494699,0.710708643,4.163961132
-73.51668629,-81.45820533,-82.81272856,-37.96995389,-78.93872469,-78.6831585,0.995351902,4.302517232
-73.58128361,-79.01558028,-86.64937675,-23.69944998,-85.74338675,-86.84530247,0.784967689,4.289665744
-75.3205331,-81.47729148,-83.35342815,-38.17969084,-73.04297718,-86.74683116,0.844523465,4.341939509
-69.41606809,-81.62443376,-86.60182605,-23.73494186,-72.35677443,-77.56956352,0.66663402,4.580911714
-72.23050701,-82.19709208,-86.79997613,-24.43296294,-83.92716752,-86.89795271,0.740484053,4.331290104
-72.76824194,-81.99664099,-86.4870934,-23.68879285,-86.17501716,-86.89473974,0.878595838,4.157650831
-70.42460372,-82.19998818,-86.79972043,-26.42286563,-87.69878057,-86.81775484,0.933799862,4.029024427
-76.01343672,-76.25134986,-80.18720326,-42.53034909,-77.14742199,-86.85245606,0.95956081,4.067071864
-69.36552217,-81.07779448,-82.65476831,-31.54721251,-80.55203035,-81.54816126,0.706095227,4.463667934
-65.74635391,-80.29097885,-86.76877173,-32.69098103,-81.85809717,-86.71649394,0.676987701,4.207010355
-61.31127267,-79.52420241,-83.25657773,-34.39892318,-64.23227711,-78.59342434,0.849402877,4.20011701
-70.86879899,-82.15942513,-86.73716502,-24.5038013,-87.69976766,-86.89823681,0.936042818,4.029270444
-71.46413112,-81.7649431,-83.83928095,-29.85512021,-83.14471221,-86.80550779,0.729342367,4.368417064
-68.43834786,-81.22423194,-86.20672598,-27.5464143,-87.68464782,-86.82984428,0.909141697,4.014130345
-68.69960848,-81.80297354,-86.69994817,-27.86930435,-87.68039975,-85.5373565,0.931964478,4.015330899
-69.15756943,-81.71915082,-86.7541932,-24.52900341,-85.36237166,-86.59581224,0.787698117,4.204054386
-73.48427651,-82.19943703,-86.79993352,-23.60655117,-87.69972229,-86.89989553,0.976721915,4.027838749
-80.20991561,-82.02997267,-85.69849397,-23.63414874,-72.9580652,-86.66221614,0.866761285,4.391986458
-71.05674959,-82.16667275,-86.79617467,-23.60071558,-77.13160926,-82.84996904,0.485194744,4.668614305
-74.21021426,-80.32241181,-86.3147643,-26.02392155,-87.41033499,-86.49797509,0.935489653,4.130298735
-75.42778907,-74.21728836,-79.28847727,-33.77118943,-79.34915597,-82.5102168,0.879323068,4.421788731
-64.2532078,-80.32994757,-86.23692461,-38.27745328,-78.10981828,-86.58778072,0.695330721,4.008884273
-69.22733617,-81.65235004,-86.62121522,-23.71920681,-72.15900529,-77.80021396,0.655194508,4.584463837
-74.09895115,-81.92992591,-86.73971865,-26.65232496,-87.63999768,-86.63314908,0.982802054,4.060877651
-69.5349645,-66.74085242,-86.79851862,-27.35222874,-75.77358534,-86.15125438,0.56924744,4.454503594
-76.15919782,-77.53060496,-86.29225724,-31.83296139,-85.55399277,-86.88587795,0.928126264,4.193382925
-71.61234024,-81.88423854,-86.79969486,-23.60016072,-87.38271976,-86.89532992,0.923782841,4.059883546
-73.26451931,-81.90994138,-86.75620133,-32.38776746,-83.93469032,-84.03890669,0.87891371,4.259627391
-70.98119968,-73.81751504,-77.06292917,-45.82296271,-74.67805937,-74.72138442,0.984888251,4.006614583
-73.97795771,-82.19964538,-86.79985851,-33.87318411,-79.5707432,-86.87983323,0.745023196,4.382715066
-78.78265257,-82.1700269,-86.70851254,-52.51696159,-74.62824693,-82.33560919,0.925780286,4.022733573
-72.02417863,-81.41047002,-86.27417386,-39.66520315,-71.5802513,-78.84792557,0.837756398,4.403633769
-70.91848951,-81.44982144,-86.09475152,-25.09667456,-87.64800578,-86.34712113,0.92082022,4.073652738
-73.46388988,-74.69774302,-82.08526794,-39.08424981,-79.70986967,-84.73639869,0.814679332,4.235001973
-64.75835306,-81.76445992,-86.7860522,-23.83957691,-82.95263329,-86.64809042,0.734704034,4.172232054
-74.84776234,-79.54073084,-85.42964686,-25.57632967,-87.03806901,-86.12017303,0.922430515,4.178872787
-70.80121924,-82.03116952,-86.79902321,-25.38099995,-81.82652944,-86.77382893,0.581122554,4.497615981
-72.45370343,-82.19927598,-86.77843564,-25.20118333,-87.6999835,-86.89992669,0.955365968,4.0441204
-69.38329323,-81.99188607,-86.44712176,-23.62237806,-85.41227621,-86.8689773,0.806145248,4.180775029
-73.00437687,-81.89109608,-84.36864433,-38.36921558,-79.27466071,-78.45179508,0.988789217,4.270968281
-69.06152001,-81.67239515,-86.77022413,-40.60078452,-73.57628503,-86.62778802,0.713804947,4.161073856
-66.98184441,-78.0150255,-82.86055372,-36.76994174,-80.55744424,-85.91047198,0.700234111,4.179457344
-77.79863944,-80.33585649,-85.98911171,-30.10795635,-82.11980325,-83.84369426,0.876126709,4.39679326
-73.80043057,-81.35942635,-86.56843112,-26.40664077,-87.55441205,-86.6839115,0.956659095,4.088209809
-68.6181678,-81.88004659,-86.62883179,-26.78769541,-87.6973013,-86.88466644,0.919514024,4.000134258
-79.16450098,-81.2238522,-86.75444038,-23.65966846,-79.72835085,-83.25978353,0.866173828,4.403137689
-78.91448925,-80.65603597,-86.1944539,-48.31374294,-75.43751871,-81.46873135,0.981769091,4.089025096
-72.79785449,-68.40202848,-84.52879682,-24.13420738,-86.79720323,-85.68435233,0.997245944,4.002954196
-74.69091108,-82.19994828,-86.8,-24.27019774,-85.43492436,-86.89998534,0.885632857,4.193732384
-81.36341692,-80.07287044,-84.13007087,-25.31997304,-72.70890812,-86.45206238,0.888895117,4.423667247
-78.87195759,-82.14969366,-83.65779083,-28.06145798,-79.20078547,-81.24222314,0.97219632,4.414612274
-73.81597055,-76.77991219,-86.43754821,-24.18530421,-79.41894811,-86.77983516,0.172037084,4.899269771
-76.3339242,-74.19591341,-85.90863827,-23.70105333,-70.78304184,-86.88606306,0.446875402,4.728466889
-79.36330012,-70.8725772,-84.53834139,-30.69034085,-75.06258016,-85.65096527,0.786523143,4.492914861
-71.07458414,-82.12584373,-86.77390456,-23.61638558,-77.33447471,-79.63400986,0.644566411,4.573567407
-74.85373071,-76.53218679,-85.13650959,-26.45703733,-72.66895148,-78.44595014,0.492665482,4.812840732
-67.96265641,-81.03012713,-81.97225192,-35.89529927,-82.12940198,-82.03374731,0.8800745,4.151563274
-72.10980281,-82.19762107,-86.79722135,-23.93794396,-87.68731627,-86.75994332,0.952976885,4.034950896
-75.98041494,-74.26290036,-84.60526422,-25.988621,-86.0943505,-85.1302033,0.897254906,4.257336084
-67.31242202,-81.90264204,-86.79130777,-29.5501043,-80.97268038,-86.32702767,0.600797087,4.399032685
-73.2724154,-80.98202685,-86.668246,-24.55578973,-87.69344229,-86.89094392,0.940818417,4.079228058
-78.52045718,-79.49531239,-86.72798866,-43.09967334,-75.13369071,-85.25664929,0.97389942,4.16052432
-81.74319298,-80.33006873,-86.63128314,-24.61151295,-80.27826056,-84.03983594,0.997883894,4.285934884
-63.33903549,-78.64646271,-84.87938735,-25.97042925,-84.44989642,-86.04798468,0.765985107,4.102215742
-75.7000499,-81.06800095,-82.22064612,-27.87006967,-75.82821914,-82.7347932,0.612615006,4.689490168
-64.13717917,-82.18838312,-86.79988067,-34.96388509,-65.68848378,-86.89791606,0.777470156,4.126977542
-69.30288608,-76.4326232,-80.57338609,-38.01578913,-80.29995048,-82.62457336,0.793302099,4.214560958
-71.92443426,-76.85088423,-80.46385957,-25.97336044,-86.89870882,-83.00286112,0.984284436,4.16237376
-72.12470962,-82.04291644,-86.54049461,-26.09920261,-84.67074951,-86.89954912,0.772766691,4.295032336
-73.12739681,-78.37891088,-81.0647297,-26.42803922,-85.37192501,-83.68204119,0.882485775,4.30569265
-65.57024656,-77.0187986,-85.23383732,-30.84332139,-84.05694548,-84.81034657,0.710845407,4.216730357
-63.18487035,-81.89550671,-86.35874026,-29.54106965,-65.67425755,-83.09242665,0.701096143,4.323938307
-72.58217321,-82.18261309,-86.79730147,-24.22599647,-87.66632611,-86.68911494,0.957931533,4.042702822
-76.17070774,-81.78945647,-86.58679577,-24.19298806,-74.19050837,-79.58278007,0.763433071,4.570323827
-73.23765461,-72.2290014,-81.884629,-32.55195999,-73.13375123,-73.54863993,0.916142924,4.57587989
-69.85378881,-81.13308476,-86.07904449,-38.17668312,-75.91002824,-81.50338308,0.689383661,4.382282223
-68.49651297,-78.09034611,-86.35842319,-23.82317603,-85.47889398,-85.92947856,0.712585283,4.290846746
-74.45662804,-82.19867016,-86.79999148,-23.85069706,-87.69508791,-86.77996346,0.996510896,4.026766712
-74.54137566,-81.71405606,-86.72194211,-26.88194501,-87.63785852,-86.61461171,0.989568168,4.063975136
-76.33940049,-75.26254347,-84.37778319,-39.31389282,-82.22644915,-85.55774871,0.983505259,4.104080496
-67.94207225,-79.35029638,-86.79644742,-23.64678806,-87.5462816,-86.78370246,0.867184357,4.045738254
-70.18908609,-82.10145448,-83.89304355,-24.24311676,-87.63045257,-86.84320937,0.953660971,4.023420834
-77.38596681,-77.96708775,-85.46184169,-25.13043299,-83.49773813,-83.20098777,0.831415312,4.412882343
-74.27805856,-81.60127239,-86.64443655,-27.08992937,-86.81028152,-84.81628681,0.957388828,4.150628226
-78.54255813,-75.86421593,-86.47738347,-34.62516816,-82.08058075,-82.82778614,0.993110531,4.28243316
-75.98719284,-81.17888147,-82.66611304,-29.22480348,-82.2620986,-85.34876981,0.823485279,4.414745426
-71.12699077,-76.10444252,-84.61760449,-38.90020478,-74.30086067,-73.40493589,0.977666304,4.373099816
-77.18190303,-81.6044581,-86.6394418,-25.05783056,-80.78415389,-83.80060779,0.773066297,4.467985407
-70.314323,-81.50644304,-82.24297589,-24.78694043,-87.27130612,-86.85277497,0.950918034,4.053874087
-73.10715481,-82.05352116,-83.8921895,-28.23538543,-86.83955061,-86.88434202,0.961867412,4.106435458
-68.88513576,-80.47270876,-84.13432237,-40.84242015,-69.12409208,-85.14697748,0.724362081,4.238948087
-66.93798821,-77.35434955,-83.32241979,-28.8957258,-87.30797704,-85.36427383,0.891384099,4.047832294
-71.1765402,-82.19955229,-84.68757191,-24.88872848,-87.59420647,-86.29991809,0.953662843,4.05452082
-75.82223914,-76.05230396,-86.6964723,-23.78532695,-86.31824048,-84.19079987,0.902097474,4.234634064
-67.68569179,-75.02842084,-85.28025099,-26.83483934,-85.84103333,-85.64082965,0.734416832,4.247283962
-73.92174501,-82.08090994,-86.76039999,-23.65099351,-74.19431514,-82.12650748,0.563840881,4.665281394
-79.09551204,-81.00486166,-86.70396613,-23.82468754,-81.20518611,-82.18500266,0.93256836,4.345115022
-81.59460995,-82.08227081,-86.60026966,-24.22009583,-75.47831534,-83.51867808,0.978386167,4.343496769
-73.66261142,-82.09061186,-86.74266607,-24.88579729,-76.9694497,-86.56254798,0.454107556,4.687992658
-71.26299331,-82.02858963,-86.55995368,-35.14330757,-77.69582631,-86.89708945,0.661686209,4.393799545
-69.05372092,-78.07201354,-77.36690317,-23.80915912,-68.9097307,-86.84033913,0.649696306,4.508087364
-77.99861496,-82.09408569,-86.77132707,-23.61461768,-77.42471397,-83.24697562,0.776883014,4.491458974
-78.03994907,-82.17693024,-85.48000178,-27.82813759,-76.87977685,-86.89927786,0.725845642,4.519195872
-65.57874584,-79.39446477,-86.78862458,-34.7670362,-59.05618766,-86.43359099,0.974872368,4.036403649
-76.74784023,-82.17146608,-86.79284029,-23.6015383,-80.52798268,-82.97104114,0.801798729,4.434718242
-78.49544261,-81.94837225,-86.63762119,-39.0831707,-74.49937357,-84.13081276,0.997956236,4.285404746
-67.20091023,-81.67602413,-81.13379363,-31.36852092,-84.48809609,-85.91737081,0.894921763,4.078299677
-76.510894,-82.09898393,-84.72382902,-23.69387842,-75.10985063,-85.4420945,0.621217888,4.60740547
-75.53908569,-77.67971836,-85.54544835,-42.03782889,-80.21592798,-86.27305228,0.902614095,4.081555823
-68.53367768,-81.28360631,-86.41780275,-23.87158275,-71.66464361,-76.00890335,0.736985194,4.528304076
-67.87036897,-72.67665188,-86.24753803,-24.5825531,-87.20892543,-86.23396325,0.850335001,4.065487657
-80.57265785,-82.18664398,-86.45386553,-28.76113598,-70.79788535,-86.89381782,0.935903763,4.374276562
-73.86376333,-82.19889771,-86.79977328,-23.8065685,-86.42301667,-86.88982039,0.919032948,4.124036092
-79.39714026,-81.61619762,-86.76917233,-23.68400192,-80.45469447,-83.84594866,0.901868398,4.350930185
-68.52801444,-81.2743329,-75.19355106,-34.01028419,-76.68468441,-82.62444689,0.981036691,4.20078053
-62.50097924,-78.48000526,-83.00727663,-28.40544417,-82.75045248,-86.89519978,0.738208746,4.102667438
-68.85042435,-73.76974278,-86.45263815,-32.25871476,-84.04158643,-86.33610574,0.701322661,4.254018543
-73.39497854,-74.62950749,-79.62778274,-38.72404641,-77.19049251,-83.90886466,0.807734105,4.3053124
-74.43090622,-78.44180785,-83.03968966,-30.81632078,-85.64287925,-83.11274005,0.959841512,4.249899986
-74.03441555,-81.85925234,-86.6532805,-25.33788927,-87.28983267,-85.836942,0.964485251,4.098261368
-67.9621908,-82.07722776,-86.68744766,-24.74669589,-67.40731489,-86.75479119,0.615112169,4.465772642
-80.01254684,-82.06275911,-86.766109,-28.75562565,-78.45479898,-86.40945245,0.890988887,4.37501139
-63.29889364,-77.87624052,-86.7377378,-29.19154634,-85.08257482,-86.89045455,0.787979344,4.001244559
-71.38081562,-81.75333951,-81.91370424,-43.54033521,-66.5866228,-85.52736201,0.954001513,4.109273397
-70.34557932,-77.59038862,-83.57206694,-42.58922544,-65.6089197,-82.72775691,0.828477731,4.245930776
-71.82337417,-81.0340339,-82.71671344,-34.65284226,-83.61852778,-81.38753642,0.973062479,4.207937893
-80.84919389,-80.79747915,-86.29179868,-25.40854394,-79.87224095,-82.50881834,0.979529315,4.345801475
-66.94734288,-82.16308219,-86.79954485,-23.79467155,-70.02500952,-86.88400478,0.551668397,4.497399781
-70.7233624,-82.19618779,-86.78641019,-24.78920196,-87.61093205,-86.84435489,0.930593739,4.035687375
-77.39148544,-78.10657606,-84.76246247,-54.1886274,-78.83624301,-76.56327965,0.682507412,4.000807802
-76.80993311,-78.31646459,-84.55369045,-26.82940937,-71.51401022,-81.06510637,0.57325024,4.757581069
-65.97513773,-80.49432308,-84.41388177,-24.24847403,-68.69954317,-86.02846124,0.503901993,4.56543861
-72.46131556,-81.40104737,-83.03224186,-30.16627784,-77.07502465,-81.82544106,0.562092812,4.687620758
-66.21911761,-82.18003468,-83.08791201,-31.65408995,-80.91307812,-86.65452003,0.709390361,4.249862184
-70.87506895,-82.07418687,-86.51538619,-27.18896607,-87.69656855,-86.87935119,0.938428842,4.038201342
-76.69322722,-81.83305598,-86.26874952,-35.37866372,-80.3397119,-82.49838213,0.958331543,4.316867426
-76.07312214,-81.53567586,-86.78984174,-23.94747224,-85.76984029,-85.09347313,0.945491372,4.180485115
-62.61967811,-72.22881079,-86.40952135,-23.68800839,-64.50921852,-86.89390213,0.694454461,4.230780203
-72.54122182,-74.86496882,-85.47235453,-42.97102244,-81.35832436,-83.03693734,0.838285881,4.027057873
-71.53662454,-81.1518355,-81.86880263,-41.60841727,-75.0324917,-85.80481959,0.795038759,4.171047996
-69.72942669,-77.23970706,-81.8656319,-34.94722782,-77.81192383,-86.86939336,0.548834821,4.483794757
-82.15705787,-81.18386984,-86.76394063,-23.87888776,-76.58464709,-84.47246199,0.97773524,4.317366405
-69.76581185,-82.19579771,-86.79964542,-29.88720257,-82.65254607,-86.8926503,0.685476886,4.346961192
-67.45705612,-75.90233946,-79.61715909,-37.14954991,-81.23517559,-83.05616569,0.839774895,4.111283052
-75.18767523,-79.34177211,-84.82907335,-63.21080966,-73.29746292,-77.84707058,0.550373048,4.001100843
-81.84748241,-78.53091889,-86.46579667,-24.81169865,-76.72193686,-82.9254675,0.923983287,4.418342155
-72.84297703,-81.82795679,-86.72586973,-23.72206147,-87.6899806,-86.85663311,0.955673168,4.044928107
-71.9028007,-79.90492947,-86.70204153,-23.6050894,-86.5852271,-86.86473977,0.831407623,4.192565596
-70.50654882,-80.07174007,-86.53643403,-23.95397749,-79.40580933,-86.59612932,0.301512264,4.770945473
-71.72910609,-81.39981505,-85.69705862,-27.40636008,-87.31563319,-84.29528291,0.94544163,4.124941429
-69.04600473,-80.92014204,-86.1126525,-24.15182896,-71.17140514,-75.17834146,0.770446925,4.529225848
-75.83219699,-80.39912876,-84.68149979,-52.22367426,-74.53928072,-81.80232158,0.582012537,4.05602041
-69.96852464,-81.82266994,-86.49773409,-23.99164672,-75.55452634,-74.37114098,0.904331322,4.407269914
-74.40827264,-81.56580263,-86.79954996,-23.60006123,-87.6379575,-86.88752017,0.978106984,4.046266972
-31.87283812,-82.1771312,-85.61322523,-87.65902739,-87.59402225,-86.75509361,1.413203313,0.775922601
-29.20335253,-82.19047392,-86.76508107,-87.79984885,-87.6283959,-86.88772728,1.386638398,0.79315366
-29.59119753,-81.26236434,-86.78757449,-83.31388138,-87.58626573,-86.54994535,1.233514517,0.701777824
-29.65012632,-82.1974866,-86.77870498,-87.79180912,-87.69421355,-86.83630505,1.391042845,0.793824007
-29.12262439,-82.199901,-86.7998193,-87.69366402,-87.69610112,-86.72485354,1.384118278,0.791980788
-34.2404274,-82.07625403,-84.2873373,-87.67078467,-87.55846353,-80.67489047,1.491939234,0.753094292
-29.12141802,-82.2,-86.79979544,-87.79477667,-87.7,-86.89873351,1.387169592,0.79496944
-29.33545377,-81.82057618,-86.70678569,-87.53464316,-87.6646695,-82.82049693,1.390882294,0.763465234
-38.73629285,-82.19741863,-84.7609453,-87.41983505,-82.51136429,-86.74552984,1.408199413,0.75560953
-31.95400013,-82.19524509,-81.11597959,-79.75573106,-85.2366328,-86.30727146,1.067614705,0.52915276
-32.84893399,-82.152244,-86.28273653,-85.19274326,-87.0864833,-86.80889122,1.318347466,0.737980919
-39.23413638,-81.36573718,-86.79454498,-87.78781605,-87.67500098,-86.86646997,1.524934005,0.850134775
-29.57920789,-81.93864226,-86.78904905,-87.79920024,-87.69998763,-80.24918889,1.428409066,0.778940543
-31.04815602,-82.13252839,-86.64498035,-86.50924342,-77.96313738,-86.82566723,1.185099432,0.672611232
-52.58235093,-66.91996255,-80.0314881,-86.68446044,-78.34851053,-82.51945616,1.968431938,0.814579253
-31.79955632,-74.77976011,-86.75849073,-86.90669129,-87.67769555,-86.85687138,1.344840961,0.661834246
